fa_2back,hit_2back,dprime_2back,StudyID
0.12121212121212122,0.12121212121212122,-2.9287936773919023,140
0.09090909090909093,0.2727272727272727,0.19977658512781624,141
0.04545454545454545,0.19696969696969696,-0.27401891316676374,145
0.0303030303030303,0.2727272727272727,1.2902662180930955,146
0.0303030303030303,0.24242424242424243,0.7736011288856802,150
0.09090909090909093,0.19696969696969696,-1.0918861378907232,156
0.12121212121212122,0.18181818181818185,-1.895463498977071,6
0.10606060606060606,0.18181818181818185,-1.622841090735751,11
0.06060606060606061,0.2272727272727273,-0.02997623220066769,14
0.06060606060606061,0.30303030303030304,1.2616864908178722,23
0.01515151515151515,0.2878787878787879,1.821221170938124,27
0.01515151515151515,0.2878787878787879,1.821221170938124,30
0,0.30303030303030304,2.352176123783152,38
0.07575757575757576,0.10606060606060606,-2.369258997271651,47
0.04545454545454545,0.21212121212121213,-0.01568636856305555,58
0,0.2272727272727273,1.0605134007646118,148
0.3787878787878788,0.16666666666666666,-6.788376983683216,74
0.09090909090909093,0.19696969696969696,-1.0918861378907232,79
0.01515151515151515,0.21212121212121213,0.5295584479195842,111
0.04545454545454545,0.25757575757575757,0.759311265248068,132
0.01515151515151515,0.24242424242424243,1.046223537127,134
0.09090909090909093,0.2878787878787879,0.45810912973152496,135
0.25757575757575757,0.13636363636363635,-5.124062806960073,143
0.0303030303030303,0.2727272727272727,1.2902662180930955,147
0,0.3181818181818182,2.6105086683868595,152
